CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,Column1
0.023493261,-0.003172513,-0.011345511,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023489717,-0.003193408,-0.011469487,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.02348298,-0.003212307,-0.01159617,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023474619,-0.003221516,-0.011675742,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023466733,-0.003216745,-0.011677452,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023461432,-0.003199043,-0.011600993,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023460584,-0.003174916,-0.011475781,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023464564,-0.003153353,-0.011348943,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023471482,-0.00314194,-0.011268109,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023478782,-0.003144932,-0.011264639,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023484532,-0.003161923,-0.011340702,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023486971,-0.003186747,-0.011466495,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023484769,-0.003209329,-0.011592075,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023478549,-0.003220538,-0.011668113,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023471474,-0.00321669,-0.011665294,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023467283,-0.003200341,-0.011584788,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023467362,-0.003177553,-0.01145626,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.02347022,-0.003155263,-0.011326184,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023473739,-0.003140401,-0.01124232,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023476687,-0.003138154,-0.011236938,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023478189,-0.003148942,-0.011312664,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023477728,-0.003167894,-0.011439575,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023476404,-0.003187952,-0.011567353,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023477165,-0.003203477,-0.011646102,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023482195,-0.003210983,-0.011645995,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023490753,-0.003208882,-0.011568113,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023501159,-0.00319961,-0.011442624,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023512892,-0.003190498,-0.011316638,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023525506,-0.003190099,-0.01123802,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023537398,-0.003203454,-0.011238402,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023546189,-0.00322957,-0.011319057,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023549757,-0.00326179,-0.011448683,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023547329,-0.003290676,-0.01157678,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.02353989,-0.00330774,-0.011654622,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023529664,-0.003308522,-0.011653628,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023519293,-0.003294258,-0.011575355,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023510956,-0.003271352,-0.011450147,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023505386,-0.003248677,-0.011325357,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023501957,-0.003234598,-0.011248517,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023499667,-0.003234472,-0.011249993,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023497471,-0.003248394,-0.011329977,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023494452,-0.003270922,-0.011457305,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.0234905,-0.003293639,-0.011582213,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023486821,-0.003308962,-0.011656516,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023485371,-0.003313074,-0.011652336,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023487403,-0.003306746,-0.011572119,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023492433,-0.003294379,-0.011446389,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023498372,-0.003282168,-0.011321839,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023502868,-0.003276395,-0.011245663,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023504538,-0.003281448,-0.011248892,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023502773,-0.003297235,-0.011332326,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023497671,-0.003318799,-0.011464197,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023490635,-0.003338933,-0.01159339,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.02348404,-0.003351185,-0.011670629,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023480042,-0.003351994,-0.011667645,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023479331,-0.003341563,-0.011587133,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.0234806,-0.003323323,-0.011459995,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023481653,-0.003303133,-0.011333127,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023481132,-0.003288124,-0.011253596,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.02347938,-0.003284504,-0.011251998,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023478169,-0.003295098,-0.011329265,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023479046,-0.003317332,-0.011454683,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023481802,-0.003343233,-0.011578161,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023485141,-0.003362951,-0.011650735,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023488487,-0.003369973,-0.011643928,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023492452,-0.003364093,-0.011560468,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023497352,-0.003350191,-0.011431964,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023502207,-0.003335361,-0.011306131,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023505796,-0.003326966,-0.011230399,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023507268,-0.00332998,-0.011234736,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023505552,-0.003343771,-0.011317895,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023499447,-0.003361684,-0.011446414,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023488388,-0.003373787,-0.011568801,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023473,-0.003370982,-0.011636546,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023456302,-0.00335,-0.011622795,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023444384,-0.003316838,-0.011532326,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023442648,-0.003283291,-0.011398483,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.02345088,-0.003259429,-0.011269652,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.02346418,-0.003250454,-0.011192416,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023476988,-0.003256943,-0.011195191,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023485252,-0.003274763,-0.011276289,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023487149,-0.003295983,-0.011403273,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023482645,-0.003310835,-0.011525613,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.02347277,-0.0033105,-0.011594965,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023460056,-0.003291102,-0.011584453,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023448349,-0.003255948,-0.011498747,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023440668,-0.003213474,-0.011370704,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023437823,-0.003173726,-0.011248312,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023439348,-0.003146036,-0.011178408,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023444164,-0.003136195,-0.011189799,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023450256,-0.003143522,-0.011280157,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023455345,-0.003161143,-0.011415352,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023457984,-0.003179058,-0.011543606,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023457865,-0.003187758,-0.011616655,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023455936,-0.003181858,-0.011608434,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023453996,-0.003162142,-0.011524349,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023453263,-0.003134344,-0.011397765,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023453524,-0.003106369,-0.011277031,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023454294,-0.003086386,-0.011208906,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023455995,-0.003080744,-0.011221601,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023459143,-0.003090852,-0.011312426,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023463477,-0.003112,-0.011447717,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023468247,-0.003135403,-0.011576501,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023472769,-0.003151786,-0.011650792,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023477067,-0.003155401,-0.011644103,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023482034,-0.003146586,-0.01156142,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.02348848,-0.003131004,-0.011436233,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023495937,-0.003116539,-0.011316899,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023502473,-0.003109888,-0.011249301,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023505664,-0.00311403,-0.011260462,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023503918,-0.00312719,-0.0113472,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023497312,-0.003143715,-0.011475922,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023487593,-0.003156378,-0.011595796,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023477392,-0.003159032,-0.011659733,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023468851,-0.003148543,-0.011643285,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023462493,-0.003125508,-0.011553188,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023458,-0.00309479,-0.01142337,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023456037,-0.003065499,-0.011302127,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023458173,-0.003048135,-0.0112356,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023465318,-0.003049811,-0.011250908,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023476303,-0.003070312,-0.011344007,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023488199,-0.003101926,-0.01147997,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023498624,-0.003133699,-0.011607115,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023506685,-0.003155807,-0.011677454,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023512213,-0.003162215,-0.011664787,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023515839,-0.003152957,-0.011574433,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023519046,-0.003134396,-0.011440851,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.02352303,-0.003116233,-0.01131424,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023527729,-0.00310727,-0.011242171,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023531892,-0.003111934,-0.011252024,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023533586,-0.003128403,-0.011339363,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023531226,-0.003149541,-0.011468891,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023524981,-0.003166469,-0.011589267,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023516903,-0.003172233,-0.01165398,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023509476,-0.003163861,-0.011638773,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023504317,-0.003143036,-0.011549817,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023501659,-0.003115317,-0.011420313,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023500369,-0.003088095,-0.01129798,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023498888,-0.003068453,-0.011228761,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023496409,-0.00306109,-0.011240048,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023493408,-0.003066716,-0.011328382,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023491392,-0.003081872,-0.011459374,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023491768,-0.003099858,-0.011581686,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023495328,-0.003113356,-0.011648247,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023502924,-0.003118393,-0.011634903,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023514963,-0.00311588,-0.011548667,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023529853,-0.003109815,-0.011423261,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023544202,-0.003105347,-0.01130599,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023554704,-0.00310756,-0.01124149,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023559185,-0.003119252,-0.011255268,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023556327,-0.003138472,-0.011341959,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023545875,-0.003158778,-0.011466368,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023529378,-0.003172259,-0.01157841,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023510056,-0.00317287,-0.011633491,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023491683,-0.003158756,-0.011609498,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023477366,-0.00313312,-0.01151482,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023468657,-0.003103177,-0.011384404,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023465381,-0.003077818,-0.011266558,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023466143,-0.003064807,-0.011206508,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023468621,-0.003067519,-0.011229833,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023469879,-0.003082903,-0.011330336,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023467998,-0.003103253,-0.011470782,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023463771,-0.00312037,-0.011598316,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023460109,-0.003128558,-0.011666163,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023459874,-0.003125835,-0.011651263,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023464272,-0.003114157,-0.011561804,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023472576,-0.00309871,-0.011433218,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023482969,-0.003086554,-0.01131502,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023493791,-0.003084802,-0.011253042,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023503411,-0.003097229,-0.011271647,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023509249,-0.003120901,-0.011362909,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023509191,-0.003147498,-0.011489939,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023503853,-0.003168014,-0.011602503,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023495891,-0.00317583,-0.011656252,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023488002,-0.003168196,-0.011629158,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023482425,-0.003147693,-0.011530122,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023481038,-0.003122113,-0.011395428,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023484413,-0.003101369,-0.011274953,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023491094,-0.003093357,-0.011214492,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023498607,-0.003101391,-0.011238658,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023504822,-0.003123361,-0.011339666,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023508038,-0.00315193,-0.011479048,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.02350658,-0.003176245,-0.011603174,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023499613,-0.003186079,-0.011664961,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
0.023487841,-0.003176068,-0.011641944,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
